6004.0,0.875,12,60
6108.0,1.0750000476837158,39,62
6441.0,1.3250000476837158,8,32
6915.0,1.225000023841858,46,56
6972.0,0.375,7,68
7072.0,0.4749999940395355,41,1
7197.0,0.9750000238418579,13,17
7314.0,0.5249999761581421,50,39
7443.0,0.824999988079071,14,40
8321.0,1.4249999523162842,31,9
8524.0,0.7749999761581421,5,32
8821.0,0.42500001192092896,36,67
8976.0,0.22499999403953552,43,54
9582.0,0.7250000238418579,32,27
9881.0,6.974999904632568,60,3
9887.0,45.875,60,3
9900.0,10.074999809265137,60,3
9910.0,5.224999904632568,60,3
9920.0,1.725000023841858,60,3
9933.0,1.475000023841858,60,3
9939.0,0.824999988079071,60,3
9945.0,2.0250000953674316,59,3
9950.0,4.724999904632568,59,3
9953.0,1.125,60,3
9955.0,8.975000381469727,59,3
9961.0,1.225000023841858,60,3
9964.0,5.224999904632568,59,3
9967.0,0.7250000238418579,60,3
9971.0,2.2750000953674316,59,3
9973.0,0.824999988079071,60,3
9973.0,0.5249999761581421,8,44
9980.0,1.375,59,3
9986.0,1.6749999523162842,60,3
9988.0,2.075000047683716,59,3
9992.0,0.675000011920929,60,4
9996.0,0.4749999940395355,60,3
10002.0,0.4749999940395355,59,3
10003.0,0.875,60,3
10010.0,1.225000023841858,59,3
10018.0,1.5750000476837158,59,3
10019.0,0.875,60,3
10020.0,0.32499998807907104,58,3
10025.0,2.4749999046325684,58,3
10025.0,2.174999952316284,59,3
10030.0,3.424999952316284,58,3
10035.0,1.774999976158142,59,3
10040.0,1.975000023841858,58,3
10045.0,2.075000047683716,59,3
10047.0,0.574999988079071,58,3
10048.0,1.024999976158142,60,3
10054.0,2.2249999046325684,60,4
10054.0,0.625,59,3
10056.0,0.574999988079071,58,3
10063.0,1.274999976158142,58,3
10065.0,2.174999952316284,59,3
10068.0,0.824999988079071,60,3
10074.0,0.5249999761581421,60,3
10077.0,0.925000011920929,59,4
10078.0,0.9750000238418579,22,59
10082.0,0.22499999403953552,59,3
10084.0,1.225000023841858,60,3
10093.0,0.375,60,3
10095.0,0.17499999701976776,59,3
10106.0,1.024999976158142,59,3
10106.0,0.375,57,3
10109.0,0.22499999403953552,60,3
10116.0,2.5250000953674316,57,3
10126.0,0.2750000059604645,57,3
10130.0,0.17499999701976776,59,3
10145.0,0.42500001192092896,59,3
10150.0,1.125,60,3
10155.0,0.5249999761581421,57,3
10165.0,2.4749999046325684,59,3
10171.0,1.9249999523162842,57,3
10184.0,0.375,57,3
10186.0,0.17499999701976776,59,3
10190.0,0.4749999940395355,57,4
10195.0,0.5249999761581421,56,3
10199.0,0.22499999403953552,60,3
10201.0,0.2750000059604645,14,40
10202.0,0.125,57,3
10202.0,0.2750000059604645,58,3
10208.0,1.375,60,3
10209.0,0.625,59,3
10212.0,1.1749999523162842,56,3
10217.0,0.17499999701976776,60,4
10220.0,0.2750000059604645,60,3
10232.0,0.925000011920929,60,4
10242.0,1.4249999523162842,59,3
10252.0,0.125,60,4
10260.0,0.32499998807907104,60,3
10280.0,1.524999976158142,56,3
10288.0,0.675000011920929,59,3
10288.0,0.375,58,3
10300.0,0.4749999940395355,57,3
10301.0,1.1749999523162842,59,3
10304.0,0.17499999701976776,56,3
10306.0,1.524999976158142,60,3
10311.0,0.375,59,3
10331.0,0.875,59,4
10364.0,1.524999976158142,58,3
10375.0,0.32499998807907104,60,4
10399.0,0.32499998807907104,58,2
10405.0,1.024999976158142,59,2
10408.0,0.4749999940395355,56,2
10410.0,2.375,58,2
10412.0,8.024999618530273,56,2
10414.0,0.9750000238418579,60,4
10418.0,9.425000190734863,56,2
10419.0,0.824999988079071,60,3
10420.0,0.375,58,2
10424.0,0.625,55,2
10424.0,5.025000095367432,56,2
10427.0,0.7749999761581421,57,2
10429.0,3.125,55,2
10429.0,0.7749999761581421,58,10
10430.0,1.475000023841858,56,2
10433.0,1.125,57,2
10434.0,6.175000190734863,55,2
10436.0,2.2750000953674316,56,2
10439.0,1.8250000476837158,57,2
10442.0,4.074999809265137,56,2
10445.0,4.724999904632568,55,2
10447.0,1.0750000476837158,58,3
10448.0,1.1749999523162842,57,2
10449.0,2.674999952316284,56,2
10454.0,10.475000381469727,55,2
10456.0,1.4249999523162842,59,3
10458.0,2.4749999046325684,56,2
10458.0,0.32499998807907104,54,2
10459.0,1.125,57,2
10459.0,2.9749999046325684,55,2
10464.0,2.174999952316284,56,2
10464.0,2.424999952316284,55,2
10466.0,1.1749999523162842,58,2
10467.0,1.0750000476837158,57,2
10467.0,3.2750000953674316,54,2
10473.0,2.674999952316284,56,2
10473.0,3.2750000953674316,54,2
10477.0,6.125,55,2
10477.0,1.5750000476837158,57,2
10478.0,0.925000011920929,60,10
10478.0,1.524999976158142,56,2
10479.0,7.525000095367432,54,2
10481.0,0.875,60,2
10483.0,0.7749999761581421,57,2
10483.0,2.2249999046325684,56,2
10484.0,0.125,58,2
10486.0,1.5750000476837158,55,2
10488.0,4.375,54,2
10490.0,0.675000011920929,57,2
10495.0,3.674999952316284,56,2
10497.0,2.0250000953674316,55,2
10497.0,3.375,54,2
10504.0,1.4249999523162842,56,2
10504.0,0.2750000059604645,58,2
10507.0,0.574999988079071,55,2
10507.0,3.0250000953674316,54,2
10512.0,1.024999976158142,58,2
10514.0,2.0250000953674316,56,2
10518.0,4.074999809265137,54,2
10521.0,1.024999976158142,53,2
10521.0,2.075000047683716,55,2
10523.0,0.7749999761581421,56,2
10524.0,0.375,57,2
10524.0,2.674999952316284,54,2
10527.0,0.675000011920929,58,2
10530.0,1.5750000476837158,54,2
10531.0,0.875,56,2
10531.0,3.674999952316284,53,2
10532.0,0.32499998807907104,55,2
10539.0,0.625,53,2
10544.0,0.4749999940395355,56,2
10546.0,0.17499999701976776,57,2
10547.0,0.625,54,2
10548.0,1.475000023841858,53,2
10550.0,0.574999988079071,58,2
10553.0,0.07500000298023224,55,2
10555.0,1.1749999523162842,57,2
10555.0,1.4249999523162842,56,2
10556.0,0.875,58,10
10557.0,0.22499999403953552,53,2
10558.0,1.3250000476837158,55,2
10559.0,1.225000023841858,54,2
10563.0,3.125,55,2
10568.0,0.375,56,2
10569.0,1.225000023841858,56,3
10571.0,0.375,60,2
10571.0,0.625,57,2
10571.0,0.2750000059604645,50,39
10573.0,0.9750000238418579,54,2
10575.0,1.274999976158142,58,2
10577.0,0.9750000238418579,53,2
10577.0,1.125,55,2
10582.0,0.2750000059604645,56,2
10584.0,0.17499999701976776,57,2
10590.0,1.0750000476837158,55,2
10590.0,1.125,54,2
10590.0,1.375,52,2
10592.0,2.7750000953674316,57,2
10594.0,1.375,56,2
10597.0,1.125,52,2
10598.0,0.32499998807907104,55,2
10599.0,1.5750000476837158,53,2
10602.0,0.5249999761581421,56,2
10603.0,0.22499999403953552,57,2
10604.0,2.325000047683716,52,2
10605.0,0.17499999701976776,54,3
10607.0,0.7250000238418579,58,2
10609.0,1.8250000476837158,56,2
10611.0,0.2750000059604645,53,2
10613.0,1.274999976158142,59,2
10613.0,1.1749999523162842,52,2
10616.0,0.22499999403953552,55,2
10617.0,0.925000011920929,54,2
10617.0,0.875,57,2
10619.0,1.5750000476837158,52,2
10619.0,0.5249999761581421,56,2
10624.0,0.22499999403953552,58,2
10626.0,2.2249999046325684,55,2
10627.0,0.375,52,2
10629.0,1.475000023841858,56,2
10634.0,1.6749999523162842,54,2
10636.0,3.075000047683716,52,2
10638.0,0.5249999761581421,53,2
10642.0,0.42500001192092896,54,2
10643.0,0.9750000238418579,58,5
10647.0,1.0750000476837158,58,3
10647.0,0.9750000238418579,52,2
10650.0,0.824999988079071,60,3
10651.0,0.875,20,84
10655.0,1.725000023841858,54,2
10656.0,1.024999976158142,51,2
10656.0,0.7250000238418579,53,2
10661.0,1.024999976158142,55,2
10662.0,1.524999976158142,56,3
10663.0,0.2750000059604645,54,2
10664.0,0.125,52,2
10666.0,0.32499998807907104,51,2
10667.0,1.024999976158142,59,2
10673.0,1.125,58,4
10673.0,0.4749999940395355,60,2
10674.0,1.774999976158142,51,2
10674.0,0.7250000238418579,52,2
10675.0,0.32499998807907104,54,2
10682.0,1.125,60,9
10683.0,0.22499999403953552,55,2
10687.0,0.4749999940395355,57,2
10688.0,0.875,51,2
10692.0,0.7250000238418579,52,2
10696.0,0.675000011920929,53,2
10697.0,0.7749999761581421,57,2
10699.0,0.9750000238418579,54,2
10700.0,0.824999988079071,59,2
10704.0,0.625,60,9
10704.0,2.625,52,2
10707.0,1.274999976158142,54,9
10708.0,0.875,56,9
10710.0,0.5249999761581421,57,2
10713.0,0.42500001192092896,52,2
10723.0,0.375,60,10
10723.0,1.375,56,2
10724.0,1.0750000476837158,53,2
10728.0,0.125,60,9
10730.0,0.9750000238418579,57,2
10733.0,0.22499999403953552,52,2
10736.0,0.4749999940395355,55,2
10736.0,0.2750000059604645,56,2
10740.0,0.22499999403953552,58,9
10741.0,1.225000023841858,52,2
10743.0,4.025000095367432,56,3
10744.0,0.375,51,2
10755.0,0.574999988079071,52,2
10760.0,0.17499999701976776,55,2
10767.0,0.5249999761581421,56,2
10768.0,0.5249999761581421,57,2
10771.0,0.925000011920929,53,2
10771.0,1.1749999523162842,51,2
10774.0,1.274999976158142,59,4
10783.0,0.125,55,2
