RAJ2000,DEJ2000,Flux1000
115.6274,-33.0161,4.893105E-10
115.6426,-52.7468,2.3448457E-10
115.6701,54.7267,2.669711E-09
115.7124,-28.385,2.114022E-09
115.7718,-56.3349,2.3219006E-10
115.7835,17.2152,2.5457356E-10
115.8038,-49.1878,3.2013628E-10
115.835,-38.1064,3.0778496E-10
116.0043,-24.8278,2.735909E-10
116.0178,-25.4337,2.6513978E-09
116.0317,74.5785,4.2682874E-10
116.2071,-1.0329,1.4683949E-10
116.242,-40.4634,6.003701E-10
116.4901,-20.4809,3.3589895E-10
116.5948,-2.4244,4.5818602E-10
116.6027,25.7449,2.4942726E-10
116.6265,27.5313,1.5134059E-10
116.627,-7.1782,6.938611E-10
116.6467,-41.2189,2.1783987E-10
116.663,-34.1159,3.7395767E-10
116.6634,-47.9207,9.0798175E-10
116.82,-7.6182,2.0520426E-10
116.832,-33.1798,1.9890194E-09
116.8379,45.4782,1.3319759E-10
116.8667,9.0816,2.842536E-10
116.8883,-49.4671,4.247335E-10
117.0067,-16.6514,6.303544E-10
117.0802,85.1964,2.4445593E-10
117.1148,49.4612,1.7295244E-10
117.1599,24.0208,6.599042E-10
117.1978,-22.0842,3.75123E-10
117.2458,-39.0665,3.8902773E-10
117.2671,-29.9519,2.7042948E-10
117.3215,23.2257,1.1185399E-10
117.3416,44.8956,4.658014E-10
117.3616,-32.6661,4.2951578E-10
117.4023,10.9428,2.957425E-10
117.4119,74.8431,2.0541155E-10
117.4149,13.4471,3.5829503E-10
117.4906,18.3899,2.6411742E-10
117.559,10.4528,1.4621085E-10
117.7139,12.4983,6.729694E-10
117.7461,-51.5685,5.949302E-10
117.8074,18.1401,1.9978779E-09
117.8241,79.1294,4.5983567E-10
117.8579,-4.3667,3.0877184E-10
117.8751,26.9438,1.1958616E-10
117.9707,-50.559,2.4465416E-10
117.9941,-29.5108,8.51301E-10
118.011,33.3094,1.6158526E-10
118.0942,-16.5373,4.9234083E-10
118.2283,-26.3619,5.5568944E-10
118.2581,53.8925,1.1617858E-09
118.5085,4.8597,2.8622113E-10
118.5792,-27.1223,4.0545187E-10
118.6108,-11.8028,1.8565991E-09
118.6942,48.3908,1.4045782E-09
118.7225,-39.9013,6.3160865E-10
118.9943,-5.2754,1.8937107E-10
119.0847,-64.5179,2.4744826E-10
119.2666,-30.0496,5.763026E-10
119.282,9.9526,1.7410187E-09
119.2823,-37.4943,1.6887029E-10
119.5438,11.5675,2.5115443E-10
119.6917,37.7769,1.2326812E-10
119.7073,-14.8323,1.2174233E-09
119.7172,27.0633,4.9345344E-10
119.9058,13.3655,2.2754908E-10
120.0498,-55.5456,2.1175853E-10
120.099,56.1676,2.0987398E-10
120.1175,-22.9631,3.6293502E-10
120.1516,37.2481,1.6496336E-10
120.1912,-10.9719,2.6138755E-10
120.2221,7.5475,1.7198941E-10
120.2636,44.012,3.180311E-10
120.2851,64.7442,2.0429769E-10
120.3025,66.526,1.452025E-10
120.3132,-28.4897,4.8534016E-10
120.339,-6.2999,1.981023E-10
120.5213,10.1147,2.7259742E-10
120.5352,-56.2058,1.2022812E-09
120.5728,-9.7063,5.507723E-10
120.8208,-3.6202,1.0095387E-09
121.0094,-36.4869,1.3446111E-09
121.1449,4.2427,3.074796E-10
121.2311,-6.4083,4.6193288E-10
121.277,67.7608,1.0897073E-10
121.2896,19.3795,1.183177E-10
121.2971,-1.1754,6.282252E-10
121.3298,61.7872,3.4715214E-10
121.3391,77.7446,1.7721923E-10
121.3673,75.5792,1.2301281E-09
121.4636,-23.536,2.0074342E-10
121.4894,38.5669,2.2496878E-10
121.561,4.9522,1.6942561E-10
121.5778,45.0574,1.9816306E-10
121.6501,59.5138,2.6535266E-10
121.738,-21.8413,2.0906826E-10
121.7549,-61.044,2.5226435E-10
121.7798,-5.6814,1.483633E-09
121.8196,-19.9036,1.7330151E-10
121.8401,-76.5293,2.3763422E-10
121.874,-12.1393,1.9954176E-10
122.0656,-7.8563,7.564664E-09
122.0723,-51.3495,3.4905653E-10
122.1274,49.8382,2.3941013E-10
122.3145,40.8875,1.9079349E-10
122.3634,-47.2431,3.9577217E-10
122.3795,53.6858,6.6166234E-10
122.4276,34.9286,2.804118E-10
122.4614,52.313,4.330132E-09
122.4971,-70.4379,1.4671848E-10
122.5197,-5.0963,1.5155334E-10
122.6054,61.636,1.1122205E-10
122.7423,-75.4981,2.545807E-09
122.8672,1.7761,3.6018581E-09
122.9943,78.7695,1.03999954E-10
123.006,2.6306,4.3597828E-10
123.12,7.2176,1.3496779E-10
123.1535,28.3599,1.3075012E-10
123.2091,65.1323,2.2137163E-10
123.243,55.9232,1.864887E-10
123.4365,-3.9555,1.9267597E-10
123.5495,-10.2182,1.0355514E-09
123.6043,-50.2326,2.9176747E-10
123.6233,29.6908,2.504091E-10
123.6601,64.5038,1.6758271E-09
123.8598,65.8828,6.748172E-11
123.9587,-23.491,1.7867927E-10
124.0442,49.1329,2.1648139E-10
124.1008,57.6616,1.2677196E-09
124.1135,-13.1967,1.8489404E-09
124.1178,-0.1211,1.4275683E-10
124.1894,-24.3364,3.8382106E-10
124.2313,20.852,3.2174235E-10
124.2468,19.9173,9.8870925E-11
124.4648,32.7236,2.2674979E-10
124.4724,-9.5801,1.3782834E-09
124.5587,42.3827,5.8613274E-09
124.6073,28.2741,2.4529362E-10
124.6991,31.8725,1.4703788E-10
124.7,32.4865,1.5446072E-10
124.7671,27.7757,2.6904215E-10
124.8592,-7.9434,1.835955E-10
124.868,-34.7318,2.9614758E-10
124.8919,5.539,9.683684E-11
124.901,40.5608,1.0234336E-10
125.0207,-49.8534,3.2609584E-10
125.0626,-28.0314,8.753002E-11
125.0926,36.6676,3.8650055E-10
125.229,23.8897,2.1627058E-10
125.2438,-12.9679,2.5358432E-10
125.294,10.1286,1.4582537E-10
125.4069,-14.5937,1.7128991E-10
125.4613,-52.1125,3.2965153E-10
125.544,-42.889,6.4943304E-09
125.6019,-26.5,1.9005719E-10
125.6653,-42.1137,7.493444E-10
125.7861,-42.7417,6.1425065E-10
125.8008,-63.4959,1.4333264E-10
125.8037,40.7108,2.7850136E-10
125.8659,22.4168,2.320094E-10
125.9356,-48.6024,6.1473543E-10
125.9841,-42.9612,1.7038239E-09
126.1013,24.67,3.1274575E-10
126.2093,55.8753,5.363972E-10
126.238,39.2551,6.3493133E-10
126.3751,60.1246,9.521234E-11
126.4551,3.1658,6.8171485E-10
126.4841,-32.2876,5.5691896E-10
126.4978,-22.504,4.6774398E-09
126.5244,-1.9652,2.1071474E-10
126.5281,-50.9068,7.337977E-10
126.63,-64.0728,4.5719992E-10
126.7632,-7.1486,3.5782988E-10
126.7674,-41.1641,6.38833E-10
126.8612,-55.1521,2.3482646E-10
126.9686,52.3671,1.3819053E-10
127.0121,23.1393,1.2265791E-10
127.0834,-44.7197,9.919935E-10
127.1022,41.8932,1.0401018E-10
127.1891,-24.3761,1.914161E-10
127.2046,-7.751,1.5470546E-10
127.2801,17.921,2.7419508E-10
127.2993,37.5033,1.3174756E-10
127.3337,8.9601,1.8007493E-10
127.4207,-11.6828,4.8839177E-10
127.4457,51.102,1.314925E-10
127.4488,-51.1055,3.5673983E-10
127.4495,-58.9394,4.346939E-10
127.5113,52.5295,1.6027364E-10
127.6415,-44.9027,1.8616931E-09
127.6979,24.1704,1.7078544E-09
127.7002,26.5067,1.8270133E-10
127.8888,17.7867,1.5762938E-10
127.9718,4.4943,3.1505074E-09
128.0861,27.8656,1.5504512E-10
128.1113,49.2177,2.879127E-10
128.2872,-45.1901,7.2126993E-09
128.3607,-43.6906,1.0888295E-09
128.3642,-4.9644,2.2504766E-10
128.4756,42.3933,4.834901E-10
128.4883,-46.3378,6.7737776E-10
128.6626,44.039,2.6349292E-10
128.8374,-45.1779,1.3547029E-06
128.8712,62.5603,9.465907E-11
128.9581,9.6275,2.0760774E-10
129.0147,-22.6635,1.5844677E-10
129.0422,21.6907,2.2496756E-10
129.1213,-20.3067,2.08576E-10
129.1353,-42.1432,5.9009236E-10
129.1416,-60.6082,2.470188E-10
129.2048,-46.6422,4.3518544E-10
129.233,58.5567,1.8949388E-10
129.3486,14.9757,1.4158345E-10
129.5045,-40.7849,6.79498E-10
129.6366,40.2103,8.27189E-11
129.6922,-46.1999,9.098734E-10
129.6959,-28.4582,1.4167911E-09
129.7103,-25.0458,2.357855E-10
129.8733,18.0572,2.5407057E-10
129.9249,35.6813,4.2339263E-10
129.9473,1.0823,5.680457E-10
130.0724,-45.7289,5.6301336E-10
130.2131,-41.4997,8.6850427E-10
130.2147,13.2599,3.1154876E-10
130.3401,-35.9054,1.4989087E-09
130.379,70.8974,1.7862057E-09
130.3971,-39.4415,3.5795633E-10
130.4713,-27.7757,1.9984477E-10
130.5356,-46.1813,6.446036E-10
130.5865,-60.8846,8.930362E-10
130.6222,2.882,1.5505619E-10
130.7139,66.9448,1.6285417E-10
130.8511,67.2182,6.6663336E-10
130.8932,-42.4153,6.4013445E-10
131.0052,-44.6164,8.461932E-10
131.0524,53.2184,7.35674E-10
131.2423,-54.9722,1.6761574E-09
131.3465,4.6997,1.5275689E-10
131.4261,-43.3707,1.2912424E-09
131.4472,-55.9534,4.2614035E-10
131.5423,-48.3495,4.8073323E-10
131.6806,46.126,1.2039278E-10
131.6879,-47.8011,4.0125783E-10
131.7215,-69.7736,1.4677684E-10
131.7351,-59.9062,1.6658197E-10
131.7546,-23.6146,1.2334852E-09
131.7591,-44.9557,6.6971045E-10
131.8087,11.5644,4.1468773E-10
131.9693,-5.4392,1.0072492E-10
132.0067,-7.0475,3.8980935E-10
132.048,-45.4581,7.350891E-10
132.1623,70.3,2.5662106E-10
132.1793,5.14,8.5414655E-11
132.223,-43.4688,9.14531E-10
132.229,-42.9162,6.6574574E-10
132.2704,66.1179,5.506771E-10
132.2897,-17.6805,1.4698769E-10
132.3503,-29.1823,5.380277E-10
132.3822,4.9416,5.317122E-10
132.3954,27.1804,1.4348416E-10
132.4232,-26.8554,1.4166247E-10
132.4572,-35.6845,9.331184E-10
132.5052,48.9242,2.0856925E-09
132.5085,51.1404,2.1786293E-09
132.5393,-12.2095,2.2457143E-09
132.6154,-44.8267,7.112011E-10
132.6469,34.9178,3.462987E-10
132.862,-47.5303,5.2467497E-10
132.8722,55.4748,4.8803855E-10
132.987,-46.342,1.0391876E-08
133.0437,28.5643,1.8501284E-10
133.1433,-31.3992,1.8973921E-10
133.1437,-57.931,1.1803063E-09
133.2959,-36.9573,9.725886E-10
133.4111,-43.1792,1.1798176E-09
133.4649,-42.3039,5.1114046E-10
133.475,-44.1229,1.0843905E-09
133.5177,27.884,4.6754052E-11
133.5949,-48.8064,6.3780614E-10
133.5993,44.1546,2.365807E-10
133.7076,-45.0632,4.1844164E-09
133.7091,20.1152,6.0446608E-09
133.714,-60.4517,1.994094E-10
133.7322,-47.2642,5.206841E-10
133.7449,-18.4867,1.782583E-10
133.7665,7.3867,1.4120752E-10
133.7776,-48.4447,6.5544087E-10
133.8587,-47.8197,7.268788E-10
133.8785,-7.257,2.1697001E-10
134.1715,-11.0989,2.540923E-09
134.1981,20.9501,5.1373905E-10
134.221,85.9645,1.4167581E-10
134.2247,-43.7943,6.448438E-10
134.2677,71.7431,2.8188346E-10
134.3736,-44.4187,6.700693E-10
134.4174,1.6516,1.5377868E-10
134.486,-42.9663,8.893916E-10
134.505,-31.5044,4.2160203E-10
134.5158,-19.8182,7.4529233E-10
134.526,-42.7489,1.2016305E-09
134.5967,14.1517,1.8000139E-10
134.6526,-48.3305,1.0958211E-09
134.7056,-46.9295,6.2209476E-10
134.8571,-43.761,1.1066033E-09
134.8733,62.3079,2.2656527E-10
134.8752,-24.6521,1.8528694E-10
134.9034,-47.4302,1.7732386E-09
134.957,0.8926,6.606307E-11
135.1192,-44.1293,1.6019671E-09
135.1538,-48.5805,9.801723E-10
135.1626,-46.1324,7.1739414E-10
135.173,-12.7201,3.3594044E-10
135.1743,-44.7948,9.367348E-10
135.2713,67.7152,2.1473066E-10
135.2923,-74.3075,1.497506E-10
135.3674,-15.4502,1.50702E-10
135.3943,45.7147,1.0309626E-10
135.3954,67.1914,1.4614673E-10
135.412,-46.9058,1.0336019E-09
135.6087,-47.4629,5.466352E-10
135.6162,20.8521,1.3667899E-09
135.6228,64.6848,1.2078885E-10
135.7407,-46.5986,7.6440204E-10
135.7724,-47.9174,1.4012992E-09
135.7837,46.8666,4.3021173E-10
135.8716,-50.0016,7.7541595E-10
135.897,40.9724,1.102102E-10
135.9036,27.385,1.6779382E-10
135.9492,-50.5507,4.5600926E-10
135.9852,-47.3073,1.3972462E-09
136.1437,42.6488,2.182829E-10
136.1537,-35.2267,8.085871E-10
136.229,-57.5856,3.2373213E-09
136.2313,-49.2226,1.095865E-09
136.2749,-48.576,1.1210678E-09
136.403,13.9738,9.469876E-10
136.4449,-48.0172,6.522888E-10
136.5142,-46.7583,6.4483757E-10
136.5266,-10.1989,1.5215075E-10
136.5794,-9.0875,5.453525E-10
136.5808,-17.1341,1.8157047E-10
136.6584,-47.4996,4.461444E-10
136.6835,-21.3973,5.0853616E-10
136.9398,-51.8933,4.1070636E-10
136.9672,-47.2126,7.5480505E-10
137.0713,-49.4099,1.0298138E-09
137.1251,-48.0961,6.1376E-10
137.1481,-49.1641,1.905097E-09
137.2408,23.1929,5.3473603E-10
137.2956,1.357,2.4568863E-09
137.4196,1.997,8.036229E-10
137.4391,31.091,1.198926E-10
137.444,-2.5125,1.9015385E-09
137.4597,4.1733,7.9808986E-11
137.513,-18.2543,1.7135894E-10
137.5403,42.9512,2.498154E-10
137.6484,33.488,1.4216371E-09
137.6929,22.8063,4.925317E-10
137.7147,39.0069,3.2012348E-10
137.7311,-50.7926,1.0373652E-09
137.8951,-47.651,5.848051E-10
137.9462,33.8235,2.403171E-10
138.028,-64.8224,4.3322174E-10
138.0568,41.4384,5.861407E-10
138.0712,28.0099,9.35227E-11
138.1286,15.9355,2.2307156E-10
138.1369,-27.9762,3.1629155E-10
138.2254,-21.0447,9.545469E-10
138.3513,81.5731,9.729115E-11
138.3881,-47.7862,8.833116E-10
138.5544,-2.0416,1.75912E-10
138.6108,68.7432,8.5434756E-11
138.7011,58.7734,1.297111E-10
138.8273,-47.6476,8.1220997E-10
138.8771,-30.4794,3.7972242E-10
138.9841,29.5527,2.2275783E-09
139.1841,38.9435,4.935541E-10
139.1928,52.6425,1.518736E-10
139.2575,-21.5299,1.3050551E-10
139.3207,-3.7123,1.4536138E-10
139.4668,-54.1799,3.033127E-10
139.6342,-49.0763,6.5066763E-10
139.7159,-48.4699,9.31402E-10
139.7576,-6.4538,1.2817511E-10
139.841,66.1285,2.0368282E-10
139.8749,-62.0763,4.2083484E-10
140.2313,44.6994,3.6868222E-09
140.2355,-22.9452,1.7834088E-10
140.4088,62.2735,1.1355382E-09
140.452,23.6056,3.969082E-10
140.5526,-51.6944,9.142069E-10
140.599,-63.2748,3.1908678E-10
140.6167,-5.481,5.506008E-10
140.6593,4.5849,2.695854E-10
140.6933,-39.9874,6.051549E-10
140.699,44.9531,2.0566777E-10
140.8448,38.8934,3.8696504E-10
140.9036,41.4324,6.8989436E-10
141.0061,28.2877,3.6748574E-10
141.0473,5.5811,1.7736565E-10
141.4348,59.9879,1.5253188E-10
141.4446,31.4429,2.7711497E-10
141.5294,-53.6409,1.2123988E-09
141.6089,54.2178,1.9805566E-10
141.7153,-52.6552,6.58442E-10
141.8202,24.9036,1.3301517E-10
142.0484,-20.6046,4.1330667E-10
142.0763,-30.8107,1.7119982E-10
142.0962,-52.9392,3.1154315E-10
142.1199,-4.267,1.9383913E-10
142.1447,40.8153,1.9992238E-10
142.1545,-47.1695,2.9213632E-10
142.2189,-35.4931,3.7136805E-10
142.2969,-24.2933,1.6294177E-10
142.3215,-41.1825,2.0371338E-10
142.3322,50.2355,1.0541238E-09
142.3641,-51.0214,5.286884E-10
142.3815,46.4107,1.1977655E-10
142.6169,86.2009,9.1833696E-10
142.6272,49.8585,1.7216602E-10
142.6427,51.5345,9.071892E-11
142.6808,35.0298,1.4262012E-10
142.6879,-85.5613,4.887624E-10
142.7387,-30.5117,1.3760408E-10
142.7531,-10.2272,1.4961866E-10
142.7698,0.4391,3.0845587E-10
142.8199,-19.1255,3.877604E-10
142.8552,-35.9795,2.507354E-10
143.0013,67.623,4.819768E-10
143.1254,53.1099,4.8039644E-10
143.1859,10.6983,2.0255111E-10
143.397,-52.6763,2.913651E-10
143.4716,-62.5491,2.870026E-09
143.4931,-51.4394,5.8079835E-10
143.5904,39.4491,2.88628E-10
143.6265,-17.338,1.6710258E-10
143.8255,-17.6116,3.3118783E-10
143.8453,9.052,5.0213256E-10
143.8836,11.8759,7.991582E-11
144.0895,72.5584,8.8561374E-11
144.1096,-21.1972,3.1455843E-10
144.1197,18.7935,2.383493E-10
144.3081,50.1433,3.4581485E-10
144.4153,-33.9793,1.533525E-10
144.471,-14.5687,2.383188E-10
144.6586,51.9,1.0828161E-10
144.7335,-64.0616,4.5962967E-10
144.8392,-17.5383,5.0240684E-10
145.0216,-28.4786,5.5423066E-10
145.1198,-61.0891,4.819219E-10
145.127,-76.1767,1.0532337E-09
145.1298,61.8152,2.6897345E-10
145.1616,26.1006,1.1338552E-10
145.2472,-13.5984,7.023731E-10
145.2787,-54.4862,2.1901436E-09
145.4015,41.395,2.2417652E-10
145.5018,27.4259,3.4487677E-10
145.5731,28.6976,1.6298304E-10
145.5779,-8.0006,9.938724E-10
145.647,76.3184,1.0305165E-10
145.6862,-20.4753,2.0597125E-10
145.8647,61.5907,1.3408162E-10
146.0219,51.8999,1.4780589E-10
146.0554,55.9723,1.1173445E-10
146.1915,-51.4041,2.9174846E-10
146.384,46.608,5.744518E-11
146.4249,57.9916,3.8790596E-10
146.4877,-36.7974,1.9044427E-10
146.5225,47.572,1.1575982E-10
146.568,1.0678,2.4120683E-10
146.6499,10.8635,1.6693329E-10
146.6585,10.2792,1.8998736E-09
146.7147,-35.9789,2.1639684E-10
146.7819,-25.6825,8.218936E-10
146.9081,22.2554,1.7620184E-10
146.9611,-42.5259,3.0090067E-10
147.1745,-3.6383,1.8081124E-10
147.185,-38.9152,2.1981818E-10
147.2426,0.3684,2.5985936E-09
147.2736,40.6435,2.0451116E-10
147.3155,17.83,1.8851233E-10
147.4283,58.3326,2.4771132E-10
147.4325,75.8399,1.3316946E-10
147.5629,45.8915,4.3493886E-10
147.5679,6.2515,3.2171235E-10
147.6309,-34.4343,1.6401598E-10
147.9885,-40.7871,1.9726101E-10
148.0444,39.5473,8.592884E-11
148.0474,-43.7288,2.0734921E-10
148.0524,-6.1367,5.0625704E-10
148.0805,75.0532,5.5463033E-11
148.1672,-50.8072,3.3266362E-10
148.2248,7.2233,1.8718344E-10
148.2405,-39.0566,2.155291E-10
148.2634,-8.6688,2.411804E-09
148.3799,-77.0012,3.0769418E-10
148.4,-15.1552,1.3340958E-09
148.4144,-52.812,2.0389915E-10
148.5562,49.224,1.6451619E-10
148.564,-25.3429,1.7234347E-10
148.7834,35.8576,8.678587E-11
148.8536,-39.8271,1.2849083E-09
148.8563,-61.8534,1.0657133E-09
148.947,69.6671,9.3609E-10
149.0182,39.596,1.3668745E-10
149.1381,-9.9586,8.609931E-11
149.1741,25.2766,7.568757E-10
149.3286,-13.8165,6.5278793E-10
149.401,-35.9725,2.0523017E-10
149.4081,-30.8711,1.4026175E-10
149.4165,55.3841,1.042774E-08
149.4198,-52.1294,3.7248207E-10
149.423,47.4535,3.8302245E-10
149.4693,34.4025,2.468936E-10
149.5073,-3.3214,7.286217E-11
149.5219,32.369,1.873485E-10
149.5583,-67.8976,1.9975982E-10
149.6089,-24.6871,4.2109177E-10
149.6567,50.7103,1.9811054E-10
149.6921,65.5659,3.3318346E-09
149.7015,70.6568,1.1409599E-10
149.8321,-56.2946,8.0729534E-10
149.8721,21.3507,2.2591908E-10
149.8902,-56.8634,1.6518095E-09
150.2339,-64.7954,2.6583233E-10
150.2608,-77.8082,2.412985E-10
150.296,29.1893,8.526116E-10
150.3179,-20.6654,1.0299327E-10
150.418,-57.1561,7.5956597E-10
150.4427,-57.5953,9.2189467E-10
150.4669,-27.7245,1.9443835E-10
150.6223,-53.5336,2.4331934E-10
150.6495,22.2637,2.4012503E-10
150.6773,12.3184,9.997539E-11
150.7239,21.6819,1.390326E-10
150.8707,2.0844,1.4607547E-10
150.9036,-21.644,7.354293E-11
150.9115,26.1135,2.525169E-10
151.0212,-43.2733,1.7010857E-10
151.078,-49.2507,2.1205822E-10
151.1687,-57.4538,2.01635E-09
151.2076,-52.2506,4.7283755E-10
151.3557,-56.6419,1.4187633E-09
151.6384,64.6898,1.3155925E-10
151.6809,-9.7503,9.021144E-11
151.6887,-21.9916,1.0138079E-09
151.7592,-28.099,1.3419196E-10
151.7618,34.9175,2.1698315E-10
151.9129,-33.5547,1.1340132E-09
152.0013,-56.1892,6.186321E-10
152.0109,0.4648,3.1588931E-10
152.0151,6.3506,1.1853926E-09
152.1584,-57.0689,2.2460374E-09
152.2007,-29.1412,2.4953836E-10
152.2057,-31.6641,4.3433399E-10
152.5703,-31.3183,6.380027E-10
152.664,-56.7206,9.560158E-10
152.7151,-57.8632,9.684497E-10
152.7175,-1.9789,3.2181388E-10
152.8231,-4.4402,1.3299215E-10
152.94,36.0138,1.6042874E-10
153.05,-42.5881,7.163454E-10
153.0707,6.5013,9.0127905E-10
153.0744,-12.4719,1.3518159E-10
153.1284,23.175,1.6185611E-10
153.1909,42.4874,2.8764488E-10
153.1976,24.6672,2.3477196E-09
153.3242,-25.8029,1.2110263E-10
153.3617,-40.1051,2.6179445E-10
153.4008,-58.5637,9.583824E-10
153.4833,34.7467,2.6100713E-10
153.5937,-75.8335,1.5823305E-10
153.6026,41.197,2.0440727E-10
153.6534,61.3754,9.415603E-11
153.6681,32.1616,1.3041092E-10
153.7297,-45.1473,4.5819631E-10
153.7681,49.4338,8.934445E-09
153.8062,-63.9082,3.7865025E-10
153.8219,22.9938,1.5118148E-10
153.9488,55.8966,2.696103E-10
153.9954,-60.5104,9.152113E-10
154.0114,5.2104,1.4130416E-09
154.0332,-57.4966,1.3319285E-09
154.0438,-42.7883,3.0665617E-10
154.0984,-58.9632,9.278838E-09
154.1381,-26.8498,1.3666568E-10
154.1542,-56.9636,7.5658296E-10
154.3692,52.0756,1.0536502E-10
154.3784,25.5966,5.3323294E-11
154.5443,1.7448,1.7955933E-10
154.5478,19.1012,3.538086E-10
154.5934,-31.3954,7.647927E-10
154.6006,22.1815,4.090674E-11
154.6091,35.6988,4.3694884E-10
154.6279,5.4752,3.7150322E-10
154.6593,-27.1085,2.21773E-10
154.7077,59.2153,2.9792285E-10
154.7487,-58.9442,2.5195485E-08
154.9153,63.3499,4.0173256E-10
154.9419,5.196,2.0128778E-10
154.971,-57.4115,1.5042965E-09
154.9836,-57.8522,2.7217264E-09
155.102,-53.2376,4.9427923E-10
155.185,-39.3408,1.8074443E-10
155.2797,16.4324,1.7159653E-10
155.3891,80.3566,3.7711645E-10
155.4912,-63.1524,2.839157E-10
155.6165,-42.5266,3.0429384E-10
155.6874,-1.208,6.436636E-10
155.7789,-57.7699,1.856946E-08
155.7892,39.8202,1.6527568E-09
155.828,-57.794,4.35845E-09
155.8636,29.0383,1.367465E-10
155.9487,0.6534,2.1058593E-09
155.9708,30.0473,1.5748418E-10
155.9716,-43.5952,1.1500576E-09
156.0116,-32.6087,8.7147295E-10
156.12,-53.5058,1.3044898E-10
156.1261,-7.32,7.0210454E-10
156.1508,-45.73,2.5174876E-10
156.1738,12.8536,1.1173262E-10
156.2034,23.5449,2.8163452E-10
156.464,-65.1138,2.8634392E-10
156.6079,-57.5213,3.7325685E-09
156.7304,6.1453,1.3212469E-10
156.7427,-17.8207,1.34211E-09
156.7458,-85.719,9.283252E-10
156.7843,74.4552,6.636626E-10
156.8932,63.2933,3.2458874E-10
156.9355,18.4826,2.0933599E-10
156.9519,82.8571,2.9672645E-10
157.0039,2.8566,1.0194998E-10
157.0862,31.133,1.0385762E-10
157.1136,-15.646,2.1499755E-10
157.1242,-2.5959,2.7828762E-10
157.1291,-58.3181,3.4055635E-08
157.228,-64.4224,4.669902E-10
157.3221,-66.9643,2.6536628E-10
157.3576,-8.4503,1.479527E-10
157.5023,73.5768,9.6125066E-11
157.6249,-30.017,1.4793486E-10
157.6394,-84.0555,2.303341E-10
157.6604,-20.4772,5.1593235E-10
157.6617,61.3086,1.6238494E-10
157.8043,74.6979,5.701328E-10
157.8447,50.8843,8.928775E-10
157.9046,60.3276,6.1092736E-10
157.9458,57.4784,1.0376401E-10
158.1732,66.4105,2.711007E-10
158.181,37.6248,5.169944E-10
158.2795,41.2559,1.0608903E-09
158.3815,-50.5813,9.419033E-10
158.3846,42.3793,7.202198E-11
158.4351,37.1294,3.6204115E-10
158.4891,60.8472,4.611916E-09
158.5064,-25.7822,1.870695E-10
158.6989,-46.7548,1.835711E-10
158.7745,-6.1388,1.3387857E-10
158.8108,55.7054,1.570588E-10
158.8285,-20.8442,1.7410773E-10
158.8747,-67.3395,3.4953722E-09
158.9194,44.1875,1.7747293E-10
159.0599,-74.2623,1.9112595E-10
159.062,22.0473,2.7013713E-10
159.076,-37.6874,1.3177089E-10
159.094,-58.563,3.8855337E-08
159.122,-18.1341,1.3029247E-10
159.1514,12.5219,1.2430453E-10
159.1542,-43.8149,4.5712714E-10
159.2763,-83.3173,7.2483325E-10
159.2785,-58.8031,8.2636936E-10
159.3679,-29.5731,3.3159664E-10
159.4199,-28.3832,1.1223377E-09
159.4207,-58.1799,1.6882629E-09
159.4473,57.2007,3.469471E-09
159.5636,-24.4314,2.0966813E-10
159.7099,-53.2114,1.2170845E-09
159.7549,-58.8868,9.1951746E-10
159.7909,-28.8131,1.8257547E-10
159.8028,32.9656,2.0395358E-10
160.0116,73.4431,2.3469826E-10
160.1483,6.289,1.5747601E-09
160.2622,13.7145,1.9230334E-10
160.2895,-12.0371,2.2651997E-10
160.3016,-66.6356,2.6479668E-10
160.4451,39.0382,1.688266E-10
160.4701,-5.9378,2.6367958E-10
160.5404,-41.4752,2.8900163E-10
160.7225,0.9049,1.569648E-10
160.761,53.2726,9.75527E-11
160.8112,24.1473,8.503342E-10
160.8326,-59.6834,1.3494904E-09
160.872,6.8581,1.37474E-10
160.9174,-59.5074,1.3749946E-09
161.1528,-57.6321,1.3340026E-08
161.1777,-14.6723,1.5605289E-10
161.2806,-59.6827,1.6103566E-08
161.4065,-64.2506,6.548147E-10
161.4553,-59.8554,1.5026659E-09
161.4564,80.9296,4.5776274E-10
161.4673,-29.4799,4.0506545E-10
161.4834,-23.5085,2.2356318E-10
161.5292,54.8299,1.2317464E-10
161.6996,-25.5735,1.9218216E-10
161.7212,-60.1482,1.9973354E-09
161.8128,67.6842,8.2304136E-11
161.8425,-55.2586,5.37554E-10
161.935,72.6404,5.340054E-10
161.9663,-62.2847,1.6051134E-09
161.9898,-37.6457,2.7575847E-10
162.024,0.9843,1.62125E-10
162.066,-58.5328,2.5417634E-08
162.0992,-50.5119,1.7015131E-10
162.1025,71.7306,6.5697567E-09
162.1651,23.677,5.7548666E-10
162.1723,-61.2955,7.4317996E-10
162.1732,-59.3979,2.458899E-09
162.3615,-46.6331,1.173126E-10
162.3891,15.8138,4.5250326E-10
162.411,50.2043,1.749051E-10
162.4548,27.6843,1.4497512E-10
162.465,14.4815,5.6412625E-10
162.5504,4.54,6.869729E-10
162.7991,-31.6528,1.9996081E-10
162.8344,-65.303,8.4010293E-10
162.8585,-59.564,8.8344054E-10
162.8592,21.0229,1.4831027E-10
162.8705,39.7214,1.9498354E-10
162.892,-53.9068,2.5729993E-10
162.9114,32.8853,1.4389845E-10
162.9862,1.0662,2.6900493E-10
