RAJ2000,DEJ2000,Flux1000
59.029,-13.4814,1.4641677E-10
59.2602,-49.934,4.337014E-10
59.3113,23.3578,3.3208822E-10
59.3363,-3.3302,1.4791163E-10
59.432,-46.4212,1.9976558E-10
59.4598,32.0807,8.9940455E-09
59.4688,-69.7536,1.674481E-10
59.4772,-59.9415,1.6513911E-10
59.492,2.2361,2.191265E-10
59.5242,-68.1231,8.750585E-11
59.6561,6.5576,3.2845968E-10
59.6878,76.8415,2.2083935E-10
59.7477,60.068,4.5096038E-10
59.7724,-30.8957,1.9167587E-10
59.8545,-2.6014,1.4714222E-10
59.8582,-26.2817,1.9936568E-10
59.8687,54.2495,3.4402272E-09
59.9077,50.9577,2.5722362E-09
60.1766,39.3505,3.8318448E-10
60.2564,-53.9091,8.565329E-11
60.3098,4.2229,3.05961E-10
60.4812,21.2173,6.979881E-10
60.4977,-20.5695,5.2656235E-10
60.4981,-26.284,4.4769655E-10
60.5135,27.5921,1.7149387E-10
60.5527,-31.7959,2.5305144E-10
60.6521,54.0429,3.5063458E-10
60.7342,64.5521,2.8743488E-10
60.8687,-24.5465,1.7717325E-10
60.8801,26.0115,1.8551836E-10
60.9789,-36.0896,6.184591E-09
61.0475,-17.2605,1.1282228E-10
61.0841,-15.9752,1.2219926E-10
61.1378,34.8391,1.7922182E-10
61.3845,38.5762,3.4685632E-10
61.4204,-13.1503,5.758489E-10
61.5036,-54.1701,1.396856E-10
61.6922,30.5425,2.3266322E-10
61.7636,-38.4361,2.2297237E-09
61.8887,7.6948,7.9950235E-10
61.9445,-57.0405,1.02127584E-10
62.3237,25.7055,1.5490506E-10
62.347,-38.3589,1.2773559E-10
62.3611,6.5587,2.1241649E-10
62.3653,32.0258,3.0746952E-10
62.3896,51.2098,4.4192058E-10
62.4586,-3.9902,5.67432E-10
62.4609,40.1556,3.175251E-10
62.7316,42.2799,8.517146E-10
63.1038,2.6682,2.954095E-10
63.2482,-53.5498,4.5318815E-10
63.3183,-3.1022,2.4316565E-10
63.5845,45.3793,2.355101E-10
63.6458,55.3071,3.3949138E-10
63.6507,-8.7161,1.4652936E-10
63.6683,57.1857,4.0674358E-10
63.6774,-53.6502,1.5538351E-10
63.7075,-42.9931,4.2396547E-10
63.9505,-43.8315,1.4913609E-10
64.0308,-66.4713,1.3417398E-10
64.1367,-18.8687,7.6162343E-10
64.2247,1.0915,6.8164807E-10
64.5227,-2.8803,6.909865E-10
64.6459,38.1744,6.9887907E-10
64.65,34.2226,2.6611865E-10
64.732,66.6024,1.5408106E-09
65.0486,40.1944,3.2840536E-10
65.086,-60.2657,1.6707924E-10
65.0929,-37.7518,1.0370468E-09
65.5384,-6.7445,1.1803581E-09
65.5897,19.8492,5.538609E-10
65.694,2.3707,1.7990034E-10
65.7521,-9.7195,2.3149564E-10
65.7724,21.109,4.8911825E-10
65.8272,-1.3325,3.9136303E-09
65.9753,41.8321,2.911511E-09
66.1922,0.6004,1.7537346E-09
66.2519,-53.5349,8.1446744E-10
66.3404,63.3237,3.8994888E-10
66.5279,51.0153,3.4481695E-10
66.5802,35.2681,3.332132E-10
66.6613,54.5813,2.0303013E-09
66.6938,68.4473,6.1601574E-10
66.8038,5.0813,4.5965576E-10
66.815,55.554,3.9509285E-09
66.8247,-39.014,7.408188E-10
66.9601,36.5211,5.806838E-10
66.9677,-67.072,6.457001E-10
67.1731,-37.9416,2.399136E-08
67.356,-43.4371,1.099803E-10
67.365,-32.6514,1.0367215E-10
67.4438,34.4474,2.8204167E-10
67.4562,28.7273,8.8731217E-10
67.4744,-31.0211,3.2643294E-10
67.5734,-25.1292,3.8955442E-10
67.5807,16.9122,6.1774946E-10
67.6683,35.5509,6.443934E-10
67.7855,44.5603,1.2536766E-10
67.846,35.0145,4.8547877E-10
67.9634,74.0518,5.759387E-10
68.0058,17.5278,2.7198813E-10
68.0453,67.035,1.8126017E-10
68.2656,5.3712,7.190852E-10
68.2696,13.5041,2.6019242E-10
68.2938,32.462,3.6774123E-10
68.4062,-60.5138,9.714614E-10
68.4101,29.1,3.0277234E-09
68.4472,-57.4267,3.9810608E-10
68.5136,-20.2376,3.6431813E-10
68.5969,-23.6986,2.4903482E-10
68.6884,85.4578,1.2691967E-10
68.6917,9.3803,6.8125633E-10
68.7235,-14.2897,3.6248685E-10
68.8671,-26.4119,1.2462267E-10
68.878,32.5573,3.4884903E-10
69.0442,-0.6614,1.286454E-10
69.0445,4.6801,1.9821161E-10
69.2511,29.2578,4.930883E-10
69.3165,-47.2568,2.1822084E-09
69.3503,-61.9334,2.1208514E-10
69.5028,-42.8563,1.4889434E-10
69.5068,-73.4843,2.907731E-10
69.614,-12.9061,3.0837652E-10
69.6812,-34.6976,7.0857424E-11
69.6922,-83.3748,1.4397089E-10
69.7475,-45.3594,7.5578227E-10
69.8133,21.837,2.8144487E-10
69.8634,-32.0361,2.8550823E-10
69.9571,-19.0013,4.28916E-10
70.0596,-24.9654,1.8450243E-10
70.1148,14.6855,5.505217E-10
70.1601,25.9204,6.420954E-10
70.2213,27.8314,6.260142E-10
70.3915,15.0883,3.7245232E-10
70.4908,-54.5472,1.4864837E-10
70.5517,11.6721,3.3242156E-10
70.6634,-0.2949,3.7604573E-09
70.6836,61.7079,3.8440745E-10
70.7074,36.1441,3.4851125E-10
70.8465,-41.8793,1.3185686E-10
70.8515,-66.8571,3.5526415E-10
71.1737,34.4169,6.777387E-10
71.1985,7.2891,1.7103377E-10
71.2762,-60.2112,2.2297657E-10
71.8292,-25.6562,1.910145E-10
72.1554,-16.5483,7.403503E-10
72.1952,-21.3152,2.7675984E-10
72.284,11.3552,2.6179516E-09
72.3256,63.4898,5.843869E-10
72.3589,-43.8346,1.01169055E-08
72.6191,72.5337,1.7888967E-10
72.6332,-44.4547,1.985127E-10
72.6587,-49.6418,1.16119385E-10
72.8969,59.6312,2.395386E-10
72.9495,-46.852,4.8347326E-10
72.9734,57.353,1.5903696E-10
73.0171,20.9918,1.5873546E-10
73.1725,12.6355,2.4078547E-10
73.2274,51.3564,3.0028854E-10
73.2874,14.5171,2.1494886E-10
73.2934,-28.1215,1.2989814E-09
73.307,63.3693,3.2972608E-10
73.6188,28.8741,3.0823014E-10
73.9538,-46.288,1.0852635E-09
73.9607,67.9624,2.3590813E-10
74.073,-16.576,1.8372065E-10
74.0799,27.0276,8.2793905E-10
74.156,-31.6131,3.8273504E-10
74.2622,-23.4148,2.0727121E-08
74.2659,6.8028,3.6349992E-10
74.5029,11.8762,2.4259486E-10
74.8656,19.3557,1.573462E-10
74.9234,-54.2222,9.859859E-11
74.9621,54.7458,2.4699842E-10
75.0758,52.6307,5.4138144E-10
75.08,46.66,3.1065426E-09
75.1565,19.0682,1.6038522E-10
75.1824,-49.1895,1.7618897E-10
75.25,-69.75,1.6992563E-09
75.2696,24.4283,2.2188586E-10
75.3045,-1.9733,3.818693E-09
75.4302,30.7983,3.5632775E-10
75.5661,30.2792,1.9244964E-10
75.576,6.1828,3.629598E-10
75.6309,13.6811,2.8241048E-10
75.6326,34.6267,1.383475E-09
75.7015,28.8622,2.8617103E-10
75.7445,65.5723,1.7017768E-10
75.8863,-11.2846,2.5749972E-10
75.9276,45.3156,5.3535254E-10
76.3425,4.9962,6.560897E-09
76.397,-15.9742,2.9594333E-10
76.3992,4.2665,5.206687E-10
76.4267,64.09,6.1644206E-10
76.4496,33.3687,4.0705164E-10
76.4602,-4.321,4.752571E-10
76.4723,-38.313,1.7400079E-10
76.5126,61.2303,5.188342E-10
76.5145,-3.9623,2.8016023E-10
76.5167,50.4798,4.1264228E-10
76.5618,-6.2797,1.9355866E-10
76.6729,84.5544,1.0378134E-10
76.6856,-8.9542,3.876191E-10
76.7285,3.3929,2.9536018E-10
76.746,-54.5889,4.5176857E-10
76.8586,-33.783,1.9965216E-10
76.9242,-61.0831,7.7364704E-10
76.9561,46.8078,4.237092E-10
76.9933,67.622,1.7395254E-09
77.0467,52.2074,2.5461935E-10
77.0605,-19.6269,2.2806361E-10
77.3348,55.8087,3.2130276E-10
77.3359,-29.2869,1.7557474E-10
77.3448,10.1973,6.2012306E-10
77.3518,5.7023,6.0135994E-09
77.4176,-4.0506,2.6866884E-10
77.435,65.2426,1.4390537E-10
77.5006,-64.29,3.61367E-10
77.5176,18.0136,4.0871235E-09
77.6142,-18.1869,1.304248E-10
77.8875,-68.0643,2.0675278E-10
78.0871,33.487,3.3906697E-10
78.1413,-22.0294,1.3264145E-10
78.2311,40.6908,5.2874266E-10
78.2523,29.4549,2.420253E-10
78.4522,55.9219,2.3045016E-10
78.6361,62.7775,1.8702044E-10
78.6647,-44.1485,5.294856E-10
78.8848,-45.9466,6.220122E-10
78.8927,-1.4223,2.0092526E-10
78.953,15.4618,1.636896E-09
78.9868,11.5231,2.7086464E-10
79.1123,73.8522,3.7108674E-10
79.1644,27.7159,2.8284686E-10
79.1692,26.635,4.937801E-10
79.1781,-62.1228,2.2850524E-09
79.2409,-5.1105,1.6204771E-10
79.3824,-72.6561,1.9451953E-10
79.3871,8.9803,3.624592E-10
79.4929,45.7253,2.8954425E-10
79.4975,-17.9846,1.976556E-10
79.603,38.7684,3.3106523E-10
79.62,7.2536,3.330766E-10
79.7758,8.8665,7.61829E-10
79.9,27.7457,2.8800076E-10
79.9259,-45.7794,3.665304E-10
80,-68.75,1.4076597E-08
80.3093,16.6314,3.6254968E-10
80.3263,-17.5937,3.5452696E-10
80.4045,1.0578,2.4281924E-10
80.4123,32.9017,3.0314037E-10
80.443,21.2134,1.2586756E-08
80.4687,-38.78,3.6009426E-10
80.5391,34.5843,3.0565583E-10
80.7405,-36.4688,4.400284E-09
80.8304,-25.4569,2.0931206E-09
80.9738,25.9742,2.9348687E-10
81.0523,-83.051,2.9182357E-10
81.0601,43.3241,3.1046013E-10
81.1243,28.6531,7.921002E-10
81.1856,-24.0846,1.0669145E-10
81.1974,48.4014,2.138539E-10
81.2343,-69.6296,2.4094873E-10
81.354,-46.0045,2.832924E-10
81.4076,-20.1537,2.3927668E-10
81.4134,-60.2272,4.768761E-10
81.4646,-0.8701,5.390588E-10
81.485,33.4651,3.6428385E-10
81.5557,63.3018,2.3829608E-10
81.5736,-48.5108,1.9193944E-09
81.5868,22.7719,2.9326622E-10
81.692,42.9199,6.014459E-10
81.7075,-15.325,4.2316473E-10
81.8651,38.4825,4.830015E-10
81.879,66.7944,1.8475199E-10
82.0996,36.6815,3.7737324E-10
82.1227,38.8567,3.8073225E-10
82.2021,-59.3396,2.8983474E-10
82.2653,-24.773,1.6712207E-10
82.2877,12.4538,3.2099176E-10
82.2979,9.596,4.9436166E-10
82.3449,-72.7518,3.3223366E-10
82.5,-69,3.997413E-09
82.7316,13.5279,2.1807867E-09
82.8176,15.878,2.637208E-10
82.853,22.0024,3.3690585E-11
82.97,-66.65,2.0231288E-09
83.0037,-48.4613,4.9335864E-09
83.1761,7.5516,5.6795684E-09
83.1813,33.9444,4.505573E-10
83.1949,-39.6972,3.8491518E-10
83.2018,-83.4324,3.0942474E-10
83.3401,48.3855,2.8602818E-09
83.346,-84.7848,1.8456732E-10
83.3987,-55.8817,1.2686731E-10
83.4279,59.7718,8.0327045E-10
83.4498,37.861,3.9371068E-10
83.4717,68.0019,1.5260165E-09
83.476,-37.797,2.353793E-10
83.5636,27.8615,3.066489E-10
83.6331,22.0199,3.3476347E-08
83.6373,22.0159,1.553085E-07
83.8037,-54.3681,2.2351833E-10
83.858,-5.1622,7.343185E-10
83.9054,-67.5947,5.7740146E-10
83.9785,9.5531,2.924466E-10
83.9819,22.0844,1.6108962E-09
83.9971,-27.8853,1.6548184E-10
84.0686,-6.4345,7.667148E-10
84.0787,17.5625,4.891943E-10
84.0923,-34.0304,1.3017725E-09
84.1187,-33.7258,9.223594E-10
84.1303,52.7138,2.174674E-10
84.1334,-25.8036,1.7029474E-10
84.3269,31.4004,5.1287546E-10
84.417,-57.2971,3.6944656E-10
84.4204,9.9587,3.3400607E-10
84.4427,-69.1629,1.0590295E-09
84.5456,29.7312,5.372443E-10
84.5679,-39.1751,2.0448551E-10
84.6521,4.7201,1.05940964E-10
84.6547,35.4698,9.0181534E-10
84.7086,-44.0858,2.1012173E-08
84.7308,35.8712,6.398923E-10
84.7341,16.7308,3.27489E-10
84.7561,24.0887,5.684278E-10
84.8166,-63.5225,1.4173741E-10
84.8948,14.5474,8.2434193E-10
84.9983,-28.6571,8.1008383E-10
85.0057,12.1394,3.7589878E-10
85.008,-75.8899,4.139314E-10
85.0118,-5.6549,4.3010834E-10
85.0523,6.9119,2.956713E-10
85.091,-69.3005,2.4976976E-09
85.1,27.94,7.076482E-09
85.1497,23.0874,6.460097E-10
85.1525,58.3865,7.0373285E-10
85.1573,36.1912,1.0582262E-09
85.1721,-7.7529,1.1845044E-09
85.2297,-54.264,3.9036863E-10
85.2859,-48.9154,1.8406436E-10
85.3152,35.2578,5.126358E-10
85.3653,-73.5923,1.6455809E-10
85.4016,55.7337,1.9851061E-10
85.4429,35.7926,5.410721E-10
85.5239,7.6076,2.429239E-10
85.7164,-9.2222,1.0454415E-09
85.7165,-4.2507,3.1332048E-10
85.8074,82.6534,1.0245295E-10
85.8936,-87.6861,3.495942E-10
85.9832,-55.5321,1.457625E-09
86.2159,71.4033,1.1648608E-10
86.4374,60.2668,1.1141887E-09
86.6744,0.439,8.315351E-10
86.7159,-22.1155,1.05393874E-10
86.9504,27.3429,3.9895579E-10
87.2716,32.9638,2.1116456E-10
87.549,-57.5509,1.7672247E-10
87.6235,-43.9457,1.9965339E-10
87.6287,-32.2809,2.8970903E-10
87.7317,25.8704,5.4474475E-10
87.9793,-35.2967,1.2412489E-10
88.0086,4.8559,3.492761E-10
88.0755,37.932,5.2829313E-10
88.2289,3.2086,6.147842E-10
88.3387,-0.2279,2.8063277E-10
88.3863,-20.5765,5.8817373E-10
88.4873,-50.8034,1.8811783E-10
88.5281,-8.6661,2.4338212E-10
88.5455,31.1117,3.154334E-09
88.554,-2.9838,2.9098224E-10
88.7557,3.0799,5.220908E-10
88.7821,1.8382,3.9535772E-10
88.914,39.801,6.5379924E-10
89.0764,-43.8694,4.9110344E-10
89.3429,-6.2641,2.6342034E-10
89.4127,-7.3502,1.7496714E-10
89.4841,77.1,1.3526978E-10
89.5016,-45.0135,1.2820839E-10
89.5282,-38.6277,6.315089E-10
89.5428,-21.2376,2.8848096E-10
89.5468,-29.0326,1.5670386E-10
89.7267,-14.8721,1.9171445E-10
89.7295,-74.9911,5.9479033E-10
89.746,34.5127,2.0725996E-10
89.8899,-18.2911,1.7982313E-10
89.9077,30.7392,2.2605412E-10
89.9728,64.1552,1.759512E-10
90.0801,12.7448,2.5980398E-10
90.1842,-39.5813,2.2586473E-10
90.2713,38.6332,7.4568773E-10
90.2906,-70.5903,2.0505642E-09
90.2999,54.7351,1.8348584E-10
90.3316,-72.6374,1.7098448E-10
90.3714,23.345,6.8469996E-10
90.3803,-60.9873,1.5984254E-10
90.4908,-20.076,2.1944387E-10
90.5208,53.2648,8.61694E-10
90.6696,-0.1219,3.939034E-10
90.7145,-40.3279,1.0819838E-09
90.7169,60.6851,1.4302781E-10
90.9276,-19.3519,1.5728462E-10
90.9795,21.9866,8.510215E-10
91.0478,-48.2807,2.785135E-10
91.1432,-48.8544,1.6675616E-10
91.1756,20.5036,4.6927007E-10
91.2039,44.237,2.4433683E-10
91.2419,-0.0085,5.3610716E-10
91.2829,37.9621,1.3498468E-09
91.4158,-35.2665,1.511257E-10
91.4443,30.0159,4.3726897E-10
91.608,20.7642,1.3659092E-09
91.6356,-47.5,3.402186E-10
91.7457,44.0458,1.0690351E-10
91.8173,-25.3027,1.4358514E-10
91.8565,47.6611,2.880294E-09
91.9272,17.1863,6.30598E-10
92.0003,-15.3611,9.132462E-10
92.0073,-8.5778,1.5840866E-09
92.0132,-60.4932,2.493109E-10
92.0344,67.3555,3.9706244E-10
92.1023,20.0919,1.2364784E-09
92.1667,11.8272,2.1280418E-10
92.178,20.5574,7.47277E-10
92.1863,-54.9278,3.8985057E-10
92.2428,21.7005,1.3362745E-09
92.2595,-22.3363,2.0952133E-10
92.3138,-2.7959,9.2834096E-10
92.3712,14.0705,5.101138E-10
92.4341,19.3385,5.602136E-10
92.4432,-15.5815,2.8330327E-10
92.5421,-18.8112,5.1422544E-10
92.5546,-20.9942,1.1108553E-09
92.5741,20.7536,1.2041648E-09
92.6535,17.0392,5.1814675E-10
92.7071,17.7867,1.0972346E-09
92.7207,-60.9203,2.2591688E-10
92.7245,-49.1972,1.4361155E-10
92.7864,53.3291,2.2751404E-10
92.8018,43.4234,4.5519993E-10
92.8287,-47.3443,1.4284438E-10
92.9049,-27.2397,2.9335098E-10
92.9176,28.0531,6.33952E-10
93.0962,21.4022,8.409627E-10
93.1394,-31.65,3.6821743E-10
93.1425,-39.5743,1.5650402E-10
93.2196,41.373,5.022879E-09
93.2447,11.8718,3.4115316E-10
93.3026,18.13,5.273366E-10
93.3033,17.8175,5.3993593E-10
93.4347,-2.021,5.415132E-09
93.5401,-33.4975,1.8450953E-08
93.7409,24.4547,4.6643833E-10
93.7944,61.6878,2.0560086E-10
93.8328,-31.2844,3.6529546E-10
94.044,-17.5401,8.397085E-11
94.1426,22.5959,3.645879E-09
94.1651,22.408,2.203451E-09
94.1935,14.6561,4.2307496E-10
94.2351,-10.9355,2.2894399E-10
94.2506,43.6787,7.26683E-11
94.254,14.1251,5.0832405E-10
94.2915,-40.447,1.3147294E-10
94.31,22.58,5.523401E-08
94.3152,57.0258,1.0715717E-09
94.4224,-17.2583,8.4890456E-10
94.5224,17.9006,4.5452866E-10
94.5318,78.3317,2.0342489E-10
94.5476,-24.4763,2.2330096E-10
94.6261,11.2994,3.7274211E-10
94.653,15.3084,4.2718945E-10
94.7012,22.704,1.6986534E-09
94.9575,14.9716,5.3742505E-10
95.0079,22.7733,1.279225E-09
95.0809,38.0784,2.985309E-10
95.1162,-25.2232,4.5826695E-10
95.1777,26.7302,2.5522445E-10
95.1835,-50.5704,6.659372E-11
95.305,25.2099,1.1239022E-09
95.4384,-64.565,1.05477314E-10
95.4428,-34.2122,1.3419484E-10
95.5635,37.8304,2.251547E-09
95.5716,12.5423,4.0214168E-10
95.5968,-26.0985,1.861282E-09
95.6893,-41.6911,3.881048E-10
95.7308,33.4347,4.3686565E-09
95.7669,-30.1814,2.5787544E-10
95.8252,30.7423,5.786787E-10
95.9747,-33.8146,3.1918637E-10
95.9975,-53.0094,2.0525737E-10
96.0064,-49.0337,1.15700005E-10
96.3289,44.6651,7.4281803E-10
96.4073,70.5086,9.265458E-11
96.4796,-54.7007,2.2774042E-10
96.6098,-42.9782,2.482037E-10
96.613,-17.2001,2.8896133E-10
96.7751,-35.4871,1.3904992E-09
97.097,69.0423,2.4636984E-10
97.2222,-62.8368,5.992737E-10
97.3518,-19.9932,2.1450244E-09
97.398,24.5893,3.2779732E-10
97.5745,32.4763,1.7883732E-10
97.6696,-9.5383,4.5464685E-10
97.6938,4.4107,6.646154E-10
97.7416,-24.1141,4.204994E-09
97.7581,56.4392,1.359136E-10
97.7758,20.3304,7.345173E-10
97.8711,10.6135,5.581362E-09
97.9668,6.7612,2.9375489E-09
98.0249,-10.5333,4.8958143E-10
98.1795,12.2536,3.9308456E-10
98.2305,5.8483,3.2631065E-10
98.3668,-22.3727,3.918775E-10
98.4372,6.5452,1.5302643E-08
98.4684,58.6827,8.080963E-11
98.4796,17.7729,7.11246E-07
98.5423,62.3584,1.2678172E-10
98.573,4.608,1.3076025E-08
98.7551,-23.5899,4.1017045E-10
98.7611,-30.7019,2.0200096E-10
98.8819,0.773,4.007021E-10
98.9227,-75.3007,6.8497813E-10
99.2639,71.6644,1.992037E-10
99.3748,-35.6187,2.3563587E-10
99.6193,60.3374,1.5701415E-10
99.6304,73.3127,2.3029724E-10
99.6873,27.8832,1.6871214E-10
99.86,6.93,2.1600558E-08
99.8816,35.0581,1.9313173E-10
100.018,-12.902,3.2132064E-10
100.1455,56.5659,9.650755E-11
100.2023,24.5464,1.4893531E-10
100.2809,9.5156,9.804387E-10
100.3138,10.2754,4.790253E-10
100.4123,10.7288,4.258374E-10
100.4523,-3.3418,1.4256217E-09
100.4833,0.8683,4.1910175E-10
100.6806,-65.0061,2.0634312E-10
100.8087,-53.9412,2.8053884E-10
100.8206,8.9662,2.0737874E-09
101.1062,-67.2132,2.4936508E-09
101.1642,-28.8778,2.3789404E-10
101.1683,60.6528,3.311378E-10
101.62,-54.916,6.337782E-10
101.6926,-39.1446,1.4519765E-10
101.778,-51.6392,1.6229415E-10
101.9104,45.4876,2.5421765E-10
101.9281,-60.9751,5.6428E-10
101.9291,-44.3005,2.7944752E-10
101.94,0.5197,7.300807E-10
102.0032,-30.7407,1.0197159E-09
102.0365,16.0954,1.7189135E-10
102.0828,17.7612,1.0251101E-10
102.1134,-17.7082,1.1402973E-09
102.1922,15.2795,1.381512E-09
102.1947,0.9079,6.0403743E-10
102.2075,-36.3934,1.8970013E-10
102.3207,22.5118,2.4772911E-10
102.3942,-31.6579,4.3093712E-10
102.477,-1.1322,4.5368806E-10
102.5608,-51.7456,1.4064401E-10
102.5678,-16.5935,6.489772E-10
102.6525,20.9293,4.5467036E-10
102.6995,25.0564,3.1300953E-09
102.7726,40.238,5.2095445E-10
102.8519,65.4288,3.3186373E-10
103.0575,-48.2146,1.2611927E-10
103.1368,19.5626,2.4720168E-10
103.2397,47.134,3.9034934E-10
103.3842,16.6322,3.616791E-10
103.434,28.2688,5.1736965E-10
103.528,-41.8702,1.51577E-10
103.5917,9.3996,2.343468E-10
103.6003,50.7072,1.3443502E-09
103.6093,45.2461,1.6984458E-09
103.6787,42.7776,3.2442027E-10
103.7976,-11.0761,3.7274014E-10
103.8397,-49.7914,1.9670916E-10
103.8609,-26.5228,2.8313216E-10
104.0498,-3.382,2.3425466E-09
104.0838,-24.0771,1.9522527E-10
104.0862,42.5943,2.2497147E-10
104.1656,42.3159,2.0658616E-10
104.2947,-8.5209,3.605036E-10
104.3605,-46.9883,3.966699E-10
104.516,-9.5361,4.5806647E-10
104.5239,-58.6746,2.1559739E-10
104.5792,27.1467,1.8669419E-10
104.663,6.6043,3.6691658E-10
104.7014,23.2833,2.0869735E-10
104.7217,-4.1048,5.3755217E-10
104.8484,-27.8077,2.578797E-10
104.8981,-67.7246,8.660509E-11
104.9433,14.2732,6.4849964E-10
105.024,17.1564,3.493699E-10
105.049,-51.324,1.6212631E-10
105.0516,-63.1909,2.2305233E-10
105.0709,13.0672,4.9409704E-10
105.1349,-66.1803,4.883489E-09
105.1519,35.9886,3.0223937E-10
105.1683,15.8731,2.0105345E-10
105.3084,-4.184,5.5903193E-10
105.3681,25.2019,1.8485367E-10
105.389,-46.5764,1.2699928E-09
105.4708,-11.7249,7.499752E-10
105.6767,-19.8498,1.901512E-09
105.7978,68.1522,1.0909778E-10
105.8228,-39.2465,5.4457333E-10
105.8361,-0.8328,7.620269E-10
105.8662,-10.7064,6.123171E-10
106.086,-48.4908,2.6756097E-10
106.177,45.1239,1.9684589E-10
106.2143,-10.2211,5.597098E-10
106.215,49.1332,5.3487526E-10
106.3857,-9.3,3.7841877E-10
106.4428,-48.8091,6.1041056E-10
106.4526,-0.0759,3.3445166E-10
106.4892,53.1668,1.4566587E-10
106.5426,2.7742,1.6275493E-10
106.6276,37.738,1.136288E-09
106.7146,61.1571,3.073165E-10
106.7279,77.6992,1.2829724E-09
107.1768,17.7899,2.4843091E-10
107.2301,-36.2721,2.012168E-10
107.2308,48.6423,9.872081E-11
107.2544,43.0777,1.5701554E-10
107.2751,22.6869,1.0730323E-09
107.2917,-10.5471,1.3305123E-09
107.2961,4.8892,2.1779008E-10
107.3135,-15.4521,3.982194E-10
107.3366,5.67,3.1721512E-10
107.4374,-30.1465,2.4425506E-10
107.4447,-2.9313,2.437962E-09
107.6203,59.1344,4.854176E-10
107.7134,47.5859,3.2840053E-10
107.7399,-38.8376,6.5600647E-10
107.8889,-9.7733,6.742372E-10
108.0119,-64.5419,4.022925E-10
108.1082,57.3558,1.3054775E-10
108.1546,33.1893,1.0651943E-10
108.1843,50.5494,1.0775187E-09
108.1964,-56.6421,2.0782244E-10
108.2135,-48.3666,1.6207183E-10
108.296,-11.2519,5.058427E-10
108.3888,25.6125,2.349805E-10
108.4759,19.5883,1.8128701E-09
108.5348,-11.8185,5.643015E-10
108.6241,11.1902,1.6694274E-10
108.8058,-68.4802,1.6778108E-10
108.9037,-45.4883,3.7209258E-10
109.011,-8.4766,2.7957667E-10
109.4323,-55.3179,1.8526096E-10
109.44,28.9455,1.3100106E-10
109.4478,-62.7568,8.347216E-11
109.5084,45.6167,5.253948E-10
109.6699,-43.3293,2.218562E-09
109.7146,-50.0892,3.213947E-10
109.8424,33.1229,4.1124095E-09
109.9308,-40.2144,6.1719774E-10
110.0009,-35.1154,2.8775773E-10
110.3146,-2.3816,2.144113E-10
110.3436,4.1019,9.777328E-10
110.4887,71.341,2.3075224E-08
110.6189,36.1557,1.4940503E-10
110.628,-26.8299,5.1434274E-10
110.7407,-7.5448,2.7357275E-10
110.7671,-23.1243,3.4571773E-10
110.7962,-30.8067,2.3961455E-10
110.8579,58.7042,4.6531078E-11
110.8987,28.9532,2.248132E-10
110.9568,20.8425,3.281131E-10
111.2367,-25.7411,3.800765E-10
111.3262,14.4245,4.756937E-09
111.3917,-5.0763,1.1152165E-10
111.3961,2.2798,6.8201783E-10
111.4085,-50.1407,1.5916357E-10
111.4116,-16.0574,5.4878413E-10
111.4255,-35.5033,2.0821277E-10
111.4489,-5.8126,3.433784E-10
111.4713,-0.9192,1.0387498E-09
111.5275,81.2328,7.68009E-11
111.603,-47.4495,1.21681E-09
111.7668,37.5858,9.723772E-11
111.8642,53.3698,1.06570454E-10
111.8933,67.6645,8.9886404E-11
111.9212,22.8668,1.02423854E-10
111.9338,-22.5285,4.0509796E-10
112.0612,61.4516,1.8787313E-10
112.0749,48.4512,2.4772065E-10
112.2551,16.5962,1.327505E-10
112.281,-18.1789,6.11336E-10
112.3477,57.1324,1.463024E-10
112.3584,-14.791,5.9954863E-10
112.4366,-31.4413,3.0379518E-10
112.5209,-18.6544,5.9229965E-10
112.5264,68.8833,1.3093725E-10
112.5779,-11.6879,1.322574E-08
112.6242,33.137,3.5095973E-10
112.6299,-5.5841,8.938948E-10
112.6978,-66.0519,4.687899E-10
112.8019,66.125,1.6722596E-10
112.8501,-14.0968,4.2921464E-10
112.8503,-46.9893,2.6993122E-10
112.8681,-19.0553,5.467559E-10
112.9622,-30.1517,2.557538E-10
112.9723,28.0819,1.7925587E-10
113.1724,-46.6071,3.0293038E-10
113.2806,49.2397,1.2457925E-10
113.2889,59.1549,1.848871E-10
113.2957,35.3826,1.3757014E-10
113.3705,51.8788,2.4776356E-10
113.378,-54.7677,5.723799E-10
113.425,2.0743,2.2494172E-10
113.4263,36.8228,2.2101333E-10
113.4462,41.1745,4.0842862E-10
113.4584,4.9265,4.464341E-10
113.508,50.3608,3.655598E-10
113.6257,-77.1883,1.1159781E-09
113.6437,-41.7964,2.3183888E-10
113.6895,-15.987,5.5292757E-09
114.2346,-32.5295,1.1685198E-09
114.3608,65.5902,1.258055E-10
114.402,-82.7864,5.489147E-10
114.5377,17.7065,6.3046492E-09
114.6836,13.2043,1.9153781E-10
114.8183,1.6197,5.2928186E-09
114.9462,17.7527,3.681422E-10
114.9764,-67.3628,2.3627134E-10
115.0328,73.0109,7.64445E-11
115.2325,32.0672,1.7691414E-10
115.2623,-51.6232,2.4368327E-10
115.2668,66.3073,4.8323057E-10
115.2677,32.434,3.75743E-11
115.2747,-52.4361,1.2407386E-10
115.3321,-47.1727,2.8579666E-10
115.4951,-81.5338,1.6251787E-10
115.5255,49.0213,1.6262972E-10
