1,1,1,-256.1400146484375,-521.0800170898438,496.0299987792969
2,1,2,-256.1400146484375,-521.0800170898438,479.010009765625
3,1,3,-256.1400146484375,-521.0800170898438,461.989990234375
4,1,4,-256.1400146484375,-521.0800170898438,444.9700012207031
5,1,5,-256.1400146484375,-521.0800170898438,427.95001220703125
6,1,6,-256.1400146484375,-521.0800170898438,410.92999267578125
7,1,7,-256.1400146484375,-521.0800170898438,393.9100036621094
8,1,8,-256.1400146484375,-521.0800170898438,376.8800048828125
9,1,9,-256.1400146484375,-521.0800170898438,359.8599853515625
10,1,10,-256.1400146484375,-521.0800170898438,342.8399963378906
11,1,11,-256.1400146484375,-521.0800170898438,325.82000732421875
12,1,12,-256.1400146484375,-521.0800170898438,308.79998779296875
13,1,13,-256.1400146484375,-521.0800170898438,291.7799987792969
14,1,14,-256.1400146484375,-521.0800170898438,274.760009765625
15,1,15,-256.1400146484375,-521.0800170898438,257.739990234375
16,1,16,-256.1400146484375,-521.0800170898438,240.72000122070312
17,1,17,-256.1400146484375,-521.0800170898438,223.6999969482422
18,1,18,-256.1400146484375,-521.0800170898438,206.67999267578125
19,1,19,-256.1400146484375,-521.0800170898438,189.66000366210938
20,1,20,-256.1400146484375,-521.0800170898438,172.63999938964844
21,1,21,-256.1400146484375,-521.0800170898438,155.6199951171875
22,1,22,-256.1400146484375,-521.0800170898438,138.58999633789062
23,1,23,-256.1400146484375,-521.0800170898438,121.56999969482422
24,1,24,-256.1400146484375,-521.0800170898438,104.55000305175781
25,1,25,-256.1400146484375,-521.0800170898438,87.52999877929688
26,1,26,-256.1400146484375,-521.0800170898438,70.51000213623047
27,1,27,-256.1400146484375,-521.0800170898438,53.4900016784668
28,1,28,-256.1400146484375,-521.0800170898438,36.470001220703125
29,1,29,-256.1400146484375,-521.0800170898438,19.450000762939453
30,1,30,-256.1400146484375,-521.0800170898438,2.430000066757202
31,1,31,-256.1400146484375,-521.0800170898438,-14.59000015258789
32,1,32,-256.1400146484375,-521.0800170898438,-31.610000610351562
33,1,33,-256.1400146484375,-521.0800170898438,-48.630001068115234
34,1,34,-256.1400146484375,-521.0800170898438,-65.6500015258789
35,1,35,-256.1400146484375,-521.0800170898438,-82.68000030517578
36,1,36,-256.1400146484375,-521.0800170898438,-99.69999694824219
37,1,37,-256.1400146484375,-521.0800170898438,-116.72000122070312
38,1,38,-256.1400146484375,-521.0800170898438,-133.74000549316406
39,1,39,-256.1400146484375,-521.0800170898438,-150.75999450683594
40,1,40,-256.1400146484375,-521.0800170898438,-167.77999877929688
41,1,41,-256.1400146484375,-521.0800170898438,-184.8000030517578
42,1,42,-256.1400146484375,-521.0800170898438,-201.82000732421875
43,1,43,-256.1400146484375,-521.0800170898438,-218.83999633789062
44,1,44,-256.1400146484375,-521.0800170898438,-235.86000061035156
45,1,45,-256.1400146484375,-521.0800170898438,-252.8800048828125
46,1,46,-256.1400146484375,-521.0800170898438,-269.8999938964844
47,1,47,-256.1400146484375,-521.0800170898438,-286.9200134277344
48,1,48,-256.1400146484375,-521.0800170898438,-303.95001220703125
49,1,49,-256.1400146484375,-521.0800170898438,-320.9700012207031
50,1,50,-256.1400146484375,-521.0800170898438,-337.989990234375
51,1,51,-256.1400146484375,-521.0800170898438,-355.010009765625
52,1,52,-256.1400146484375,-521.0800170898438,-372.0299987792969
53,1,53,-256.1400146484375,-521.0800170898438,-389.04998779296875
54,1,54,-256.1400146484375,-521.0800170898438,-406.07000732421875
55,1,55,-256.1400146484375,-521.0800170898438,-423.0899963378906
56,1,56,-256.1400146484375,-521.0800170898438,-440.1099853515625
57,1,57,-256.1400146484375,-521.0800170898438,-457.1300048828125
58,1,58,-256.1400146484375,-521.0800170898438,-474.1499938964844
59,1,59,-256.1400146484375,-521.0800170898438,-491.1700134277344
60,1,60,-256.1400146484375,-521.0800170898438,-504.3999938964844
61,1,61,-265.5799865722656,-497.6099853515625,1944.699951171875
62,1,62,-265.4800109863281,-498.17999267578125,1944.699951171875
63,1,63,-255.75999450683594,-495.7900085449219,1944.75
64,1,64,-255.63999938964844,-496.3500061035156,1944.75
65,2,1,-132.8000030517578,-501.45001220703125,500.07000732421875
66,2,2,-132.8000030517578,-501.45001220703125,483.04998779296875
67,2,3,-132.8000030517578,-501.45001220703125,466.0299987792969
68,2,4,-132.8000030517578,-501.45001220703125,449.010009765625
69,2,5,-132.8000030517578,-501.45001220703125,431.989990234375
70,2,6,-132.8000030517578,-501.45001220703125,414.9700012207031
71,2,7,-132.8000030517578,-501.45001220703125,397.95001220703125
72,2,8,-132.8000030517578,-501.45001220703125,380.92999267578125
73,2,9,-132.8000030517578,-501.45001220703125,363.9100036621094
74,2,10,-132.8000030517578,-501.45001220703125,346.8900146484375
75,2,11,-132.8000030517578,-501.45001220703125,329.8699951171875
76,2,12,-132.8000030517578,-501.45001220703125,312.8500061035156
77,2,13,-132.8000030517578,-501.45001220703125,295.8299865722656
78,2,14,-132.8000030517578,-501.45001220703125,278.79998779296875
